new_cases,date,popluation,AgeGroup
4,319,2589000,2
6,319,2589000,3
4,319,2589000,4
9,319,2589000,5
25,319,2589000,1
21,319,2589000,2
88,319,2589000,3
50,319,2589000,4
182,319,2589000,5
24,319,2589000,1
10,319,2589000,2
31,319,2589000,3
32,319,2589000,4
76,319,2589000,5
95,319,7544000,1
31,319,7544000,2
122,319,7544000,3
100,319,7544000,4
268,319,7544000,5
6,319,245353,1
6,319,245353,2
4,319,245353,3
5,319,245353,4
5,319,245353,5
84,319,5071000,1
59,319,5071000,2
129,319,5071000,3
106,319,5071000,4
232,319,5071000,5
60,319,1677000,1
32,319,1677000,2
63,319,1677000,3
55,319,1677000,4
159,319,1677000,5
1,319,2589000,1
4,319,2589000,2
6,319,2589000,3
4,319,2589000,4
9,319,2589000,5
25,319,2589000,1
21,319,2589000,2
88,319,2589000,3
50,319,2589000,4
182,319,2589000,5
24,319,2589000,1
10,319,2589000,2
31,319,2589000,3
32,319,2589000,4
76,319,2589000,5
95,319,7544000,1
31,319,7544000,2
122,319,7544000,3
100,319,7544000,4
268,319,7544000,5
6,319,245353,1
6,319,245353,2
4,319,245353,3
5,319,245353,4
5,319,245353,5
84,319,5071000,1
59,319,5071000,2
129,319,5071000,3
106,319,5071000,4
232,319,5071000,5
60,319,1677000,1
32,319,1677000,2
63,319,1677000,3
55,319,1677000,4
159,319,1677000,5
1,319,2589000,1
4,319,2589000,2
6,319,2589000,3
4,319,2589000,4
9,319,2589000,5
25,319,2589000,1
21,319,2589000,2
88,319,2589000,3
50,319,2589000,4
182,319,2589000,5
24,319,2589000,1
10,319,2589000,2
31,319,2589000,3
32,319,2589000,4
76,319,2589000,5
95,319,7544000,1
31,319,7544000,2
122,319,7544000,3
100,319,7544000,4
268,319,7544000,5
6,319,245353,1
6,319,245353,2
4,319,245353,3
5,319,245353,4
5,319,245353,5
84,319,5071000,1
59,319,5071000,2
129,319,5071000,3
106,319,5071000,4
232,319,5071000,5
60,319,1677000,1
32,319,1677000,2
63,319,1677000,3
55,319,1677000,4
159,319,1677000,5
1,319,2589000,1
4,319,2589000,2
6,319,2589000,3
4,319,2589000,4
9,319,2589000,5
25,319,2589000,1
21,319,2589000,2
88,319,2589000,3
50,319,2589000,4
182,319,2589000,5
24,319,2589000,1
10,319,2589000,2
31,319,2589000,3
32,319,2589000,4
76,319,2589000,5
95,319,7544000,1
31,319,7544000,2
122,319,7544000,3
100,319,7544000,4
268,319,7544000,5
6,319,245353,1
6,319,245353,2
4,319,245353,3
5,319,245353,4
5,319,245353,5
84,319,5071000,1
59,319,5071000,2
129,319,5071000,3
106,319,5071000,4
232,319,5071000,5
60,319,1677000,1
32,319,1677000,2
63,319,1677000,3
55,319,1677000,4
159,319,1677000,5
1,319,2589000,1
4,319,2589000,2
6,319,2589000,3
4,319,2589000,4
9,319,2589000,5
25,319,2589000,1
21,319,2589000,2
88,319,2589000,3
50,319,2589000,4
182,319,2589000,5
24,319,2589000,1
10,319,2589000,2
31,319,2589000,3
32,319,2589000,4
76,319,2589000,5
95,319,7544000,1
31,319,7544000,2
122,319,7544000,3
100,319,7544000,4
268,319,7544000,5
6,319,245353,1
6,319,245353,2
4,319,245353,3
5,319,245353,4
5,319,245353,5
84,319,5071000,1
59,319,5071000,2
129,319,5071000,3
106,319,5071000,4
232,319,5071000,5
60,319,1677000,1
32,319,1677000,2
63,319,1677000,3
55,319,1677000,4
159,319,1677000,5
1,319,2589000,1
4,319,2589000,2
6,319,2589000,3
4,319,2589000,4
9,319,2589000,5
25,319,2589000,1
21,319,2589000,2
88,319,2589000,3
50,319,2589000,4
182,319,2589000,5
24,319,2589000,1
10,319,2589000,2
31,319,2589000,3
32,319,2589000,4
76,319,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
133,312,7544000,1
41,312,7544000,2
159,312,7544000,3
78,312,7544000,4
274,312,7544000,5
11,312,245353,1
3,312,245353,2
8,312,245353,3
13,312,245353,4
7,312,245353,5
89,312,5071000,1
51,312,5071000,2
150,312,5071000,3
107,312,5071000,4
259,312,5071000,5
82,312,1677000,1
44,312,1677000,2
101,312,1677000,3
64,312,1677000,4
157,312,1677000,5
2,312,2589000,1
2,312,2589000,2
3,312,2589000,3
6,312,2589000,4
31,312,2589000,5
38,312,2589000,1
22,312,2589000,2
116,312,2589000,3
72,312,2589000,4
203,312,2589000,5
41,312,2589000,1
21,312,2589000,2
67,312,2589000,3
52,312,2589000,4
122,312,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
215,304,7544000,1
78,304,7544000,2
211,304,7544000,3
135,304,7544000,4
391,304,7544000,5
9,304,245353,1
10,304,245353,2
18,304,245353,3
13,304,245353,4
22,304,245353,5
106,304,5071000,1
70,304,5071000,2
228,304,5071000,3
133,304,5071000,4
303,304,5071000,5
83,304,1677000,1
70,304,1677000,2
95,304,1677000,3
68,304,1677000,4
158,304,1677000,5
6,304,2589000,1
4,304,2589000,2
7,304,2589000,3
11,304,2589000,4
21,304,2589000,5
70,304,2589000,1
26,304,2589000,2
129,304,2589000,3
92,304,2589000,4
309,304,2589000,5
41,304,2589000,1
41,304,2589000,2
69,304,2589000,3
56,304,2589000,4
144,304,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
370,297,7544000,1
156,297,7544000,2
327,297,7544000,3
225,297,7544000,4
539,297,7544000,5
4,297,245353,1
5,297,245353,2
19,297,245353,3
20,297,245353,4
19,297,245353,5
141,297,5071000,1
93,297,5071000,2
267,297,5071000,3
133,297,5071000,4
337,297,5071000,5
98,297,1677000,1
76,297,1677000,2
94,297,1677000,3
67,297,1677000,4
148,297,1677000,5
16,297,2589000,1
3,297,2589000,2
16,297,2589000,3
13,297,2589000,4
30,297,2589000,5
84,297,2589000,1
41,297,2589000,2
170,297,2589000,3
129,297,2589000,4
315,297,2589000,5
78,297,2589000,1
63,297,2589000,2
78,297,2589000,3
87,297,2589000,4
144,297,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
550,290,7544000,1
281,290,7544000,2
441,290,7544000,3
369,290,7544000,4
787,290,7544000,5
4,290,245353,1
6,290,245353,2
17,290,245353,3
12,290,245353,4
14,290,245353,5
248,290,5071000,1
167,290,5071000,2
322,290,5071000,3
254,290,5071000,4
550,290,5071000,5
84,290,1677000,1
74,290,1677000,2
109,290,1677000,3
76,290,1677000,4
147,290,1677000,5
5,290,2589000,1
5,290,2589000,2
18,290,2589000,3
10,290,2589000,4
32,290,2589000,5
88,290,2589000,1
74,290,2589000,2
192,290,2589000,3
171,290,2589000,4
424,290,2589000,5
78,290,2589000,1
66,290,2589000,2
104,290,2589000,3
97,290,2589000,4
186,290,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
818,283,7544000,1
486,283,7544000,2
726,283,7544000,3
512,283,7544000,4
1035,283,7544000,5
3,283,245353,1
2,283,245353,2
12,283,245353,3
6,283,245353,4
10,283,245353,5
309,283,5071000,1
239,283,5071000,2
351,283,5071000,3
289,283,5071000,4
639,283,5071000,5
78,283,1677000,1
74,283,1677000,2
112,283,1677000,3
74,283,1677000,4
146,283,1677000,5
16,283,2589000,1
14,283,2589000,2
30,283,2589000,3
25,283,2589000,4
48,283,2589000,5
127,283,2589000,1
129,283,2589000,2
240,283,2589000,3
189,283,2589000,4
456,283,2589000,5
100,283,2589000,1
102,283,2589000,2
158,283,2589000,3
124,283,2589000,4
189,283,2589000,5
858,276,7544000,1
512,276,7544000,2
722,276,7544000,3
